datasetID,forestRemnantID,timeSinceIsolationInYears,firstYearSurvey,matrixQuality,matrixDescription,matrixDescriptionNote,matrixMapBiomasBuffer1km,timeSinceIsolationInYearsNote
Daily2001,LSL,25,1995,high,coffee |pasture |banana |bean |sugarcane |taro |yucca | other crops |residential gardens |small bits of native forest,obtained from study publication,NA,"I considered that deforestation occurred in 1970, following Zahawi et al. (2015) [https://doi.org/10.1371/journal.pone.0143554]. Thus, the time since isolation is calculated as 1995 (the first year of the survey) minus 1970. However, in Daily et al. (2001), the stated time since isolation is approximately 40 years."
Daily2001,LST,25,1995,high,coffee |pasture |banana |bean |sugarcane |taro |yucca | other crops |residential gardens |small bits of native forest,obtained from study publication,NA,"I considered that deforestation occurred in 1970, following Zahawi et al. (2015) [https://doi.org/10.1371/journal.pone.0143554]. Thus, the time since isolation is calculated as 1995 (the first year of the survey) minus 1970. However, in Daily et al. (2001), the stated time since isolation is approximately 40 years."
Daily2001,RRR,25,1995,high,coffee |pasture |banana |bean |sugarcane |taro |yucca | other crops |residential gardens |small bits of native forest,obtained from study publication,NA,"I considered that deforestation occurred in 1970, following Zahawi et al. (2015) [https://doi.org/10.1371/journal.pone.0143554]. Thus, the time since isolation is calculated as 1995 (the first year of the survey) minus 1970. However, in Daily et al. (2001), the stated time since isolation is approximately 40 years."
Daily2001,RT,25,1995,high,coffee |pasture |banana |bean |sugarcane |taro |yucca | other crops |residential gardens |small bits of native forest,obtained from study publication,NA,"I considered that deforestation occurred in 1970, following Zahawi et al. (2015) [https://doi.org/10.1371/journal.pone.0143554]. Thus, the time since isolation is calculated as 1995 (the first year of the survey) minus 1970. However, in Daily et al. (2001), the stated time since isolation is approximately 40 years."
Daily2001,UGS,25,1995,high,coffee |pasture |banana |bean |sugarcane |taro |yucca | other crops |residential gardens |small bits of native forest,obtained from study publication,NA,"I considered that deforestation occurred in 1970, following Zahawi et al. (2015) [https://doi.org/10.1371/journal.pone.0143554]. Thus, the time since isolation is calculated as 1995 (the first year of the survey) minus 1970. However, in Daily et al. (2001), the stated time since isolation is approximately 40 years."
Daily2001,VV,25,1995,high,coffee |pasture |banana |bean |sugarcane |taro |yucca | other crops |residential gardens |small bits of native forest,obtained from study publication,NA,"I considered that deforestation occurred in 1970, following Zahawi et al. (2015) [https://doi.org/10.1371/journal.pone.0143554]. Thus, the time since isolation is calculated as 1995 (the first year of the survey) minus 1970. However, in Daily et al. (2001), the stated time since isolation is approximately 40 years."
Dami2013,Aeroplane Field A,40,2006,intermediate,NA,inferred by Anderson Bueno through the inspection of Google Earth imagery from 2013,NA,"It was suggested that the forest fragments were created approximately 35 to 40 years ago. This information is based on oral history, with no documentation available."
Dami2013,Aeroplane Field B,40,2006,intermediate,NA,inferred by Anderson Bueno through the inspection of Google Earth imagery from 2014,NA,"It was suggested that the forest fragments were created approximately 35 to 40 years ago. This information is based on oral history, with no documentation available."
Dami2013,Aeroplane Field C,40,2006,intermediate,NA,inferred by Anderson Bueno through the inspection of Google Earth imagery from 2015,NA,"It was suggested that the forest fragments were created approximately 35 to 40 years ago. This information is based on oral history, with no documentation available."
Dami2013,Anape A Forest,40,2006,intermediate,NA,inferred by Anderson Bueno through the inspection of Google Earth imagery from 2016,NA,"It was suggested that the forest fragments were created approximately 35 to 40 years ago. This information is based on oral history, with no documentation available."
Dami2013,Apergili,40,2006,intermediate,NA,inferred by Anderson Bueno through the inspection of Google Earth imagery from 2017,NA,"It was suggested that the forest fragments were created approximately 35 to 40 years ago. This information is based on oral history, with no documentation available."
Dami2013,Avasie Agese,40,2006,intermediate,NA,inferred by Anderson Bueno through the inspection of Google Earth imagery from 2018,NA,"It was suggested that the forest fragments were created approximately 35 to 40 years ago. This information is based on oral history, with no documentation available."
Dami2013,Bakers Camp,40,2006,intermediate,NA,inferred by Anderson Bueno through the inspection of Google Earth imagery from 2019,NA,"It was suggested that the forest fragments were created approximately 35 to 40 years ago. This information is based on oral history, with no documentation available."
Dami2013,Balegete,40,2006,intermediate,NA,inferred by Anderson Bueno through the inspection of Google Earth imagery from 2020,NA,"It was suggested that the forest fragments were created approximately 35 to 40 years ago. This information is based on oral history, with no documentation available."
Dami2013,Becheve Nature Reserve,40,2006,intermediate,NA,inferred by Anderson Bueno through the inspection of Google Earth imagery from 2021,NA,"It was suggested that the forest fragments were created approximately 35 to 40 years ago. This information is based on oral history, with no documentation available."
Dami2013,Becheve Nature Reserve Extension,40,2006,intermediate,NA,inferred by Anderson Bueno through the inspection of Google Earth imagery from 2022,NA,"It was suggested that the forest fragments were created approximately 35 to 40 years ago. This information is based on oral history, with no documentation available."
Dami2013,Bokas camp,40,2006,intermediate,NA,inferred by Anderson Bueno through the inspection of Google Earth imagery from 2023,NA,"It was suggested that the forest fragments were created approximately 35 to 40 years ago. This information is based on oral history, with no documentation available."
Dami2013,Emba,40,2006,intermediate,NA,inferred by Anderson Bueno through the inspection of Google Earth imagery from 2024,NA,"It was suggested that the forest fragments were created approximately 35 to 40 years ago. This information is based on oral history, with no documentation available."
Dami2013,Ettoto,40,2006,intermediate,NA,inferred by Anderson Bueno through the inspection of Google Earth imagery from 2025,NA,"It was suggested that the forest fragments were created approximately 35 to 40 years ago. This information is based on oral history, with no documentation available."
Dami2013,Farm Fresh Forest,40,2006,intermediate,NA,inferred by Anderson Bueno through the inspection of Google Earth imagery from 2026,NA,"It was suggested that the forest fragments were created approximately 35 to 40 years ago. This information is based on oral history, with no documentation available."
Dami2013,Fulani Area,40,2006,intermediate,NA,inferred by Anderson Bueno through the inspection of Google Earth imagery from 2027,NA,"It was suggested that the forest fragments were created approximately 35 to 40 years ago. This information is based on oral history, with no documentation available."
Dami2013,Golf Course,40,2006,intermediate,NA,inferred by Anderson Bueno through the inspection of Google Earth imagery from 2028,NA,"It was suggested that the forest fragments were created approximately 35 to 40 years ago. This information is based on oral history, with no documentation available."
Dami2013,Grotto,40,2006,intermediate,NA,inferred by Anderson Bueno through the inspection of Google Earth imagery from 2029,NA,"It was suggested that the forest fragments were created approximately 35 to 40 years ago. This information is based on oral history, with no documentation available."
Dami2013,Holy Mountain,40,2006,intermediate,NA,inferred by Anderson Bueno through the inspection of Google Earth imagery from 2030,NA,"It was suggested that the forest fragments were created approximately 35 to 40 years ago. This information is based on oral history, with no documentation available."
Dami2013,Intact,40,2006,intermediate,NA,inferred by Anderson Bueno through the inspection of Google Earth imagery from 2031,NA,"It was suggested that the forest fragments were created approximately 35 to 40 years ago. This information is based on oral history, with no documentation available."
Dami2013,Kejeku,40,2006,intermediate,NA,inferred by Anderson Bueno through the inspection of Google Earth imagery from 2032,NA,"It was suggested that the forest fragments were created approximately 35 to 40 years ago. This information is based on oral history, with no documentation available."
Dami2013,Mile One,40,2006,intermediate,NA,inferred by Anderson Bueno through the inspection of Google Earth imagery from 2033,NA,"It was suggested that the forest fragments were created approximately 35 to 40 years ago. This information is based on oral history, with no documentation available."
Dami2013,Mile One Extension,40,2006,intermediate,NA,inferred by Anderson Bueno through the inspection of Google Earth imagery from 2034,NA,"It was suggested that the forest fragments were created approximately 35 to 40 years ago. This information is based on oral history, with no documentation available."
Dami2013,Okezor,40,2006,intermediate,NA,inferred by Anderson Bueno through the inspection of Google Earth imagery from 2035,NA,"It was suggested that the forest fragments were created approximately 35 to 40 years ago. This information is based on oral history, with no documentation available."
Dami2013,Okpazange,40,2006,intermediate,NA,inferred by Anderson Bueno through the inspection of Google Earth imagery from 2036,NA,"It was suggested that the forest fragments were created approximately 35 to 40 years ago. This information is based on oral history, with no documentation available."
Dami2013,Usmaila Forest,40,2006,intermediate,NA,inferred by Anderson Bueno through the inspection of Google Earth imagery from 2037,NA,"It was suggested that the forest fragments were created approximately 35 to 40 years ago. This information is based on oral history, with no documentation available."
Dami2013,Woodwork Forest,40,2006,intermediate,NA,inferred by Anderson Bueno through the inspection of Google Earth imagery from 2038,NA,"It was suggested that the forest fragments were created approximately 35 to 40 years ago. This information is based on oral history, with no documentation available."
Dami2013,Yaro A,40,2006,intermediate,NA,inferred by Anderson Bueno through the inspection of Google Earth imagery from 2039,NA,"It was suggested that the forest fragments were created approximately 35 to 40 years ago. This information is based on oral history, with no documentation available."
Dami2013,Yaro B,40,2006,intermediate,NA,inferred by Anderson Bueno through the inspection of Google Earth imagery from 2040,NA,"It was suggested that the forest fragments were created approximately 35 to 40 years ago. This information is based on oral history, with no documentation available."
Dami2013,Yaro Overside,40,2006,intermediate,NA,inferred by Anderson Bueno through the inspection of Google Earth imagery from 2041,NA,"It was suggested that the forest fragments were created approximately 35 to 40 years ago. This information is based on oral history, with no documentation available."
Dami2013,Yaya A,40,2006,intermediate,NA,inferred by Anderson Bueno through the inspection of Google Earth imagery from 2042,NA,"It was suggested that the forest fragments were created approximately 35 to 40 years ago. This information is based on oral history, with no documentation available."
Dami2013,Yaya B,40,2006,intermediate,NA,inferred by Anderson Bueno through the inspection of Google Earth imagery from 2043,NA,"It was suggested that the forest fragments were created approximately 35 to 40 years ago. This information is based on oral history, with no documentation available."
Develey2004CAU,Bj,NA,2000,intermediate,pasture | agriculture,"obtained from Martensen et al. (2012), who also surveyed this landscape",NA,NA
Develey2004CAU,Da,NA,2000,intermediate,pasture | agriculture,"obtained from Martensen et al. (2012), who also surveyed this landscape",NA,NA
Develey2004CAU,La,NA,2000,intermediate,pasture | agriculture,"obtained from Martensen et al. (2012), who also surveyed this landscape",NA,NA
Develey2004CAU,Li,NA,2000,intermediate,pasture | agriculture,"obtained from Martensen et al. (2012), who also surveyed this landscape",NA,NA
Develey2004CAU,Mk,NA,2000,intermediate,pasture | agriculture,"obtained from Martensen et al. (2012), who also surveyed this landscape",NA,NA
Develey2004CAU,Pd,NA,2000,intermediate,pasture | agriculture,"obtained from Martensen et al. (2012), who also surveyed this landscape",NA,NA
Develey2004CAU,Pe,NA,2000,intermediate,pasture | agriculture,"obtained from Martensen et al. (2012), who also surveyed this landscape",NA,NA
Develey2004CAU,Tk,NA,2000,intermediate,pasture | agriculture,"obtained from Martensen et al. (2012), who also surveyed this landscape",NA,NA
Develey2004IBI,Bm,NA,2000,intermediate,pasture | agriculture,obtained from Pedro Develey,NA,NA
Develey2004IBI,Ga,NA,2000,intermediate,pasture | agriculture,obtained from Pedro Develey,NA,NA
Develey2004IBI,Ha,NA,2000,intermediate,pasture | agriculture,obtained from Pedro Develey,NA,NA
Develey2004IBI,He,NA,2000,intermediate,pasture | agriculture,obtained from Pedro Develey,NA,NA
Develey2004IBI,Jc,NA,2000,intermediate,pasture | agriculture,obtained from Pedro Develey,NA,NA
Develey2004IBI,Ln,NA,2000,intermediate,pasture | agriculture,obtained from Pedro Develey,NA,NA
Develey2004IBI,Rc,NA,2000,intermediate,pasture | agriculture,obtained from Pedro Develey,NA,NA
Develey2004IBI,Ur,NA,2000,intermediate,pasture | agriculture,obtained from Pedro Develey,NA,NA
Develey2004TAP,Be,NA,2000,intermediate,pasture | agriculture,"obtained from Martensen et al. (2012), who also surveyed this landscape",NA,NA
Develey2004TAP,Clau,NA,2000,intermediate,pasture | agriculture,"obtained from Martensen et al. (2012), who also surveyed this landscape",NA,NA
Develey2004TAP,Jp,NA,2000,intermediate,pasture | agriculture,"obtained from Martensen et al. (2012), who also surveyed this landscape",NA,NA
Develey2004TAP,Ma,NA,2000,intermediate,pasture | agriculture,"obtained from Martensen et al. (2012), who also surveyed this landscape",NA,NA
Develey2004TAP,Me,NA,2000,intermediate,pasture | agriculture,"obtained from Martensen et al. (2012), who also surveyed this landscape",NA,NA
Develey2004TAP,Nv,NA,2000,intermediate,pasture | agriculture,"obtained from Martensen et al. (2012), who also surveyed this landscape",NA,NA
Develey2004TAP,Od,NA,2000,intermediate,pasture | agriculture,"obtained from Martensen et al. (2012), who also surveyed this landscape",NA,NA
Develey2004TAP,Tb,NA,2000,intermediate,pasture | agriculture,"obtained from Martensen et al. (2012), who also surveyed this landscape",NA,NA
Edwards2010,Site M1,43,2008,high,oil palm,obtained from study publication,NA,"""Sampled fragments were logged and isolated as the clearance frontier moved across eastern Sabah in the 1960s and early 1970s"" (Edwards et al. 2010). I took the midyear (1965) and subtracted it from the year of the bird survey (2008)."
Edwards2010,Site S1,43,2008,high,oil palm,obtained from study publication,NA,"""Sampled fragments were logged and isolated as the clearance frontier moved across eastern Sabah in the 1960s and early 1970s"" (Edwards et al. 2010). I took the midyear (1965) and subtracted it from the year of the bird survey (2008)."
Edwards2010,Site S2,43,2008,high,oil palm,obtained from study publication,NA,"""Sampled fragments were logged and isolated as the clearance frontier moved across eastern Sabah in the 1960s and early 1970s"" (Edwards et al. 2010). I took the midyear (1965) and subtracted it from the year of the bird survey (2008)."
Edwards2010,Site S3,43,2008,high,oil palm,obtained from study publication,NA,"""Sampled fragments were logged and isolated as the clearance frontier moved across eastern Sabah in the 1960s and early 1970s"" (Edwards et al. 2010). I took the midyear (1965) and subtracted it from the year of the bird survey (2008)."
Edwards2010,Site S4,43,2008,high,oil palm,obtained from study publication,NA,"""Sampled fragments were logged and isolated as the clearance frontier moved across eastern Sabah in the 1960s and early 1970s"" (Edwards et al. 2010). I took the midyear (1965) and subtracted it from the year of the bird survey (2008)."
Edwards2010,Site S5,43,2008,high,oil palm,obtained from study publication,NA,"""Sampled fragments were logged and isolated as the clearance frontier moved across eastern Sabah in the 1960s and early 1970s"" (Edwards et al. 2010). I took the midyear (1965) and subtracted it from the year of the bird survey (2008)."
Edwards2010,Site S6,43,2008,high,oil palm,obtained from study publication,NA,"""Sampled fragments were logged and isolated as the clearance frontier moved across eastern Sabah in the 1960s and early 1970s"" (Edwards et al. 2010). I took the midyear (1965) and subtracted it from the year of the bird survey (2008)."
Edwards2010,Site S7,43,2008,high,oil palm,obtained from study publication,NA,"""Sampled fragments were logged and isolated as the clearance frontier moved across eastern Sabah in the 1960s and early 1970s"" (Edwards et al. 2010). I took the midyear (1965) and subtracted it from the year of the bird survey (2008)."
Edwards2010,Site S8,43,2008,high,oil palm,obtained from study publication,NA,"""Sampled fragments were logged and isolated as the clearance frontier moved across eastern Sabah in the 1960s and early 1970s"" (Edwards et al. 2010). I took the midyear (1965) and subtracted it from the year of the bird survey (2008)."
Edwards2010,Sungang 1,43,2008,high,oil palm,obtained from study publication,NA,"""Sampled fragments were logged and isolated as the clearance frontier moved across eastern Sabah in the 1960s and early 1970s"" (Edwards et al. 2010). I took the midyear (1965) and subtracted it from the year of the bird survey (2008)."
Edwards2010,Sungang 2,43,2008,high,oil palm,obtained from study publication,NA,"""Sampled fragments were logged and isolated as the clearance frontier moved across eastern Sabah in the 1960s and early 1970s"" (Edwards et al. 2010). I took the midyear (1965) and subtracted it from the year of the bird survey (2008)."
Edwards2010,Tiger 1,43,2008,high,oil palm,obtained from study publication,NA,"""Sampled fragments were logged and isolated as the clearance frontier moved across eastern Sabah in the 1960s and early 1970s"" (Edwards et al. 2010). I took the midyear (1965) and subtracted it from the year of the bird survey (2008)."
Feeley2003,Afuera,32,2000,low,hydroelectric reservoir,obtained from study publication,NA,"According to Feeley (2003), the dam was created in 1986. However, Terborgh et al. (1997) state that ""The first stage, completed in 1968, raised the water to 217 m above sea level from a base of 120 m. Construction of the second stage began several years later, in 1983, to raise the water again. The final level of 270 m above sea level was attained in October 1986 (Morales and Gorzula 1986)."" I used the year 1986 to calculate the time since isolation."
Feeley2003,Alquila,32,2000,low,hydroelectric reservoir,obtained from study publication,NA,"According to Feeley (2003), the dam was created in 1986. However, Terborgh et al. (1997) state that ""The first stage, completed in 1968, raised the water to 217 m above sea level from a base of 120 m. Construction of the second stage began several years later, in 1983, to raise the water again. The final level of 270 m above sea level was attained in October 1986 (Morales and Gorzula 1986)."" I used the year 1986 to calculate the time since isolation."
Feeley2003,Ambar,32,2000,low,hydroelectric reservoir,obtained from study publication,NA,"According to Feeley (2003), the dam was created in 1986. However, Terborgh et al. (1997) state that ""The first stage, completed in 1968, raised the water to 217 m above sea level from a base of 120 m. Construction of the second stage began several years later, in 1983, to raise the water again. The final level of 270 m above sea level was attained in October 1986 (Morales and Gorzula 1986)."" I used the year 1986 to calculate the time since isolation."
Feeley2003,Baya,32,2000,low,hydroelectric reservoir,obtained from study publication,NA,"According to Feeley (2003), the dam was created in 1986. However, Terborgh et al. (1997) state that ""The first stage, completed in 1968, raised the water to 217 m above sea level from a base of 120 m. Construction of the second stage began several years later, in 1983, to raise the water again. The final level of 270 m above sea level was attained in October 1986 (Morales and Gorzula 1986)."" I used the year 1986 to calculate the time since isolation."
Feeley2003,Bumeran,32,2000,low,hydroelectric reservoir,obtained from study publication,NA,"According to Feeley (2003), the dam was created in 1986. However, Terborgh et al. (1997) state that ""The first stage, completed in 1968, raised the water to 217 m above sea level from a base of 120 m. Construction of the second stage began several years later, in 1983, to raise the water again. The final level of 270 m above sea level was attained in October 1986 (Morales and Gorzula 1986)."" I used the year 1986 to calculate the time since isolation."
Feeley2003,Chiquire,32,2000,low,hydroelectric reservoir,obtained from study publication,NA,"According to Feeley (2003), the dam was created in 1986. However, Terborgh et al. (1997) state that ""The first stage, completed in 1968, raised the water to 217 m above sea level from a base of 120 m. Construction of the second stage began several years later, in 1983, to raise the water again. The final level of 270 m above sea level was attained in October 1986 (Morales and Gorzula 1986)."" I used the year 1986 to calculate the time since isolation."
Feeley2003,Chuta,32,2000,low,hydroelectric reservoir,obtained from study publication,NA,"According to Feeley (2003), the dam was created in 1986. However, Terborgh et al. (1997) state that ""The first stage, completed in 1968, raised the water to 217 m above sea level from a base of 120 m. Construction of the second stage began several years later, in 1983, to raise the water again. The final level of 270 m above sea level was attained in October 1986 (Morales and Gorzula 1986)."" I used the year 1986 to calculate the time since isolation."
Feeley2003,Cola,32,2000,low,hydroelectric reservoir,obtained from study publication,NA,"According to Feeley (2003), the dam was created in 1986. However, Terborgh et al. (1997) state that ""The first stage, completed in 1968, raised the water to 217 m above sea level from a base of 120 m. Construction of the second stage began several years later, in 1983, to raise the water again. The final level of 270 m above sea level was attained in October 1986 (Morales and Gorzula 1986)."" I used the year 1986 to calculate the time since isolation."
Feeley2003,Colon,32,2000,low,hydroelectric reservoir,obtained from study publication,NA,"According to Feeley (2003), the dam was created in 1986. However, Terborgh et al. (1997) state that ""The first stage, completed in 1968, raised the water to 217 m above sea level from a base of 120 m. Construction of the second stage began several years later, in 1983, to raise the water again. The final level of 270 m above sea level was attained in October 1986 (Morales and Gorzula 1986)."" I used the year 1986 to calculate the time since isolation."
Feeley2003,Corral,32,2000,low,hydroelectric reservoir,obtained from study publication,NA,"According to Feeley (2003), the dam was created in 1986. However, Terborgh et al. (1997) state that ""The first stage, completed in 1968, raised the water to 217 m above sea level from a base of 120 m. Construction of the second stage began several years later, in 1983, to raise the water again. The final level of 270 m above sea level was attained in October 1986 (Morales and Gorzula 1986)."" I used the year 1986 to calculate the time since isolation."
Feeley2003,Danto Machado,32,2000,low,hydroelectric reservoir,obtained from study publication,NA,"According to Feeley (2003), the dam was created in 1986. However, Terborgh et al. (1997) state that ""The first stage, completed in 1968, raised the water to 217 m above sea level from a base of 120 m. Construction of the second stage began several years later, in 1983, to raise the water again. The final level of 270 m above sea level was attained in October 1986 (Morales and Gorzula 1986)."" I used the year 1986 to calculate the time since isolation."
Feeley2003,Densa,32,2000,low,hydroelectric reservoir,obtained from study publication,NA,"According to Feeley (2003), the dam was created in 1986. However, Terborgh et al. (1997) state that ""The first stage, completed in 1968, raised the water to 217 m above sea level from a base of 120 m. Construction of the second stage began several years later, in 1983, to raise the water again. The final level of 270 m above sea level was attained in October 1986 (Morales and Gorzula 1986)."" I used the year 1986 to calculate the time since isolation."
Feeley2003,Facil,32,2000,low,hydroelectric reservoir,obtained from study publication,NA,"According to Feeley (2003), the dam was created in 1986. However, Terborgh et al. (1997) state that ""The first stage, completed in 1968, raised the water to 217 m above sea level from a base of 120 m. Construction of the second stage began several years later, in 1983, to raise the water again. The final level of 270 m above sea level was attained in October 1986 (Morales and Gorzula 1986)."" I used the year 1986 to calculate the time since isolation."
Feeley2003,Galbilon,32,2000,low,hydroelectric reservoir,obtained from study publication,NA,"According to Feeley (2003), the dam was created in 1986. However, Terborgh et al. (1997) state that ""The first stage, completed in 1968, raised the water to 217 m above sea level from a base of 120 m. Construction of the second stage began several years later, in 1983, to raise the water again. The final level of 270 m above sea level was attained in October 1986 (Morales and Gorzula 1986)."" I used the year 1986 to calculate the time since isolation."
Feeley2003,Grande,32,2000,low,hydroelectric reservoir,obtained from study publication,NA,"According to Feeley (2003), the dam was created in 1986. However, Terborgh et al. (1997) state that ""The first stage, completed in 1968, raised the water to 217 m above sea level from a base of 120 m. Construction of the second stage began several years later, in 1983, to raise the water again. The final level of 270 m above sea level was attained in October 1986 (Morales and Gorzula 1986)."" I used the year 1986 to calculate the time since isolation."
Feeley2003,Iguana,32,2000,low,hydroelectric reservoir,obtained from study publication,NA,"According to Feeley (2003), the dam was created in 1986. However, Terborgh et al. (1997) state that ""The first stage, completed in 1968, raised the water to 217 m above sea level from a base of 120 m. Construction of the second stage began several years later, in 1983, to raise the water again. The final level of 270 m above sea level was attained in October 1986 (Morales and Gorzula 1986)."" I used the year 1986 to calculate the time since isolation."
Feeley2003,Lomo,32,2000,low,hydroelectric reservoir,obtained from study publication,NA,"According to Feeley (2003), the dam was created in 1986. However, Terborgh et al. (1997) state that ""The first stage, completed in 1968, raised the water to 217 m above sea level from a base of 120 m. Construction of the second stage began several years later, in 1983, to raise the water again. The final level of 270 m above sea level was attained in October 1986 (Morales and Gorzula 1986)."" I used the year 1986 to calculate the time since isolation."
Feeley2003,Matajei,32,2000,low,hydroelectric reservoir,obtained from study publication,NA,"According to Feeley (2003), the dam was created in 1986. However, Terborgh et al. (1997) state that ""The first stage, completed in 1968, raised the water to 217 m above sea level from a base of 120 m. Construction of the second stage began several years later, in 1983, to raise the water again. The final level of 270 m above sea level was attained in October 1986 (Morales and Gorzula 1986)."" I used the year 1986 to calculate the time since isolation."
Feeley2003,Miedo,32,2000,low,hydroelectric reservoir,obtained from study publication,NA,"According to Feeley (2003), the dam was created in 1986. However, Terborgh et al. (1997) state that ""The first stage, completed in 1968, raised the water to 217 m above sea level from a base of 120 m. Construction of the second stage began several years later, in 1983, to raise the water again. The final level of 270 m above sea level was attained in October 1986 (Morales and Gorzula 1986)."" I used the year 1986 to calculate the time since isolation."
Feeley2003,Palizada,32,2000,low,hydroelectric reservoir,obtained from study publication,NA,"According to Feeley (2003), the dam was created in 1986. However, Terborgh et al. (1997) state that ""The first stage, completed in 1968, raised the water to 217 m above sea level from a base of 120 m. Construction of the second stage began several years later, in 1983, to raise the water again. The final level of 270 m above sea level was attained in October 1986 (Morales and Gorzula 1986)."" I used the year 1986 to calculate the time since isolation."
Feeley2003,Paloma,32,2000,low,hydroelectric reservoir,obtained from study publication,NA,"According to Feeley (2003), the dam was created in 1986. However, Terborgh et al. (1997) state that ""The first stage, completed in 1968, raised the water to 217 m above sea level from a base of 120 m. Construction of the second stage began several years later, in 1983, to raise the water again. The final level of 270 m above sea level was attained in October 1986 (Morales and Gorzula 1986)."" I used the year 1986 to calculate the time since isolation."
Feeley2003,Panorama,32,2000,low,hydroelectric reservoir,obtained from study publication,NA,"According to Feeley (2003), the dam was created in 1986. However, Terborgh et al. (1997) state that ""The first stage, completed in 1968, raised the water to 217 m above sea level from a base of 120 m. Construction of the second stage began several years later, in 1983, to raise the water again. The final level of 270 m above sea level was attained in October 1986 (Morales and Gorzula 1986)."" I used the year 1986 to calculate the time since isolation."
Feeley2003,Perimetro,32,2000,low,hydroelectric reservoir,obtained from study publication,NA,"According to Feeley (2003), the dam was created in 1986. However, Terborgh et al. (1997) state that ""The first stage, completed in 1968, raised the water to 217 m above sea level from a base of 120 m. Construction of the second stage began several years later, in 1983, to raise the water again. The final level of 270 m above sea level was attained in October 1986 (Morales and Gorzula 1986)."" I used the year 1986 to calculate the time since isolation."
Feeley2003,Reinita,32,2000,low,hydroelectric reservoir,obtained from study publication,NA,"According to Feeley (2003), the dam was created in 1986. However, Terborgh et al. (1997) state that ""The first stage, completed in 1968, raised the water to 217 m above sea level from a base of 120 m. Construction of the second stage began several years later, in 1983, to raise the water again. The final level of 270 m above sea level was attained in October 1986 (Morales and Gorzula 1986)."" I used the year 1986 to calculate the time since isolation."
Feeley2003,Rocas,32,2000,low,hydroelectric reservoir,obtained from study publication,NA,"According to Feeley (2003), the dam was created in 1986. However, Terborgh et al. (1997) state that ""The first stage, completed in 1968, raised the water to 217 m above sea level from a base of 120 m. Construction of the second stage began several years later, in 1983, to raise the water again. The final level of 270 m above sea level was attained in October 1986 (Morales and Gorzula 1986)."" I used the year 1986 to calculate the time since isolation."
Feeley2003,Soletario,32,2000,low,hydroelectric reservoir,obtained from study publication,NA,"According to Feeley (2003), the dam was created in 1986. However, Terborgh et al. (1997) state that ""The first stage, completed in 1968, raised the water to 217 m above sea level from a base of 120 m. Construction of the second stage began several years later, in 1983, to raise the water again. The final level of 270 m above sea level was attained in October 1986 (Morales and Gorzula 1986)."" I used the year 1986 to calculate the time since isolation."
Feeley2003,Sombrero,32,2000,low,hydroelectric reservoir,obtained from study publication,NA,"According to Feeley (2003), the dam was created in 1986. However, Terborgh et al. (1997) state that ""The first stage, completed in 1968, raised the water to 217 m above sea level from a base of 120 m. Construction of the second stage began several years later, in 1983, to raise the water again. The final level of 270 m above sea level was attained in October 1986 (Morales and Gorzula 1986)."" I used the year 1986 to calculate the time since isolation."
Feeley2003,Sudor,32,2000,low,hydroelectric reservoir,obtained from study publication,NA,"According to Feeley (2003), the dam was created in 1986. However, Terborgh et al. (1997) state that ""The first stage, completed in 1968, raised the water to 217 m above sea level from a base of 120 m. Construction of the second stage began several years later, in 1983, to raise the water again. The final level of 270 m above sea level was attained in October 1986 (Morales and Gorzula 1986)."" I used the year 1986 to calculate the time since isolation."
Feeley2003,Triangulo,32,2000,low,hydroelectric reservoir,obtained from study publication,NA,"According to Feeley (2003), the dam was created in 1986. However, Terborgh et al. (1997) state that ""The first stage, completed in 1968, raised the water to 217 m above sea level from a base of 120 m. Construction of the second stage began several years later, in 1983, to raise the water again. The final level of 270 m above sea level was attained in October 1986 (Morales and Gorzula 1986)."" I used the year 1986 to calculate the time since isolation."
Feeley2003,Tucucito,32,2000,low,hydroelectric reservoir,obtained from study publication,NA,"According to Feeley (2003), the dam was created in 1986. However, Terborgh et al. (1997) state that ""The first stage, completed in 1968, raised the water to 217 m above sea level from a base of 120 m. Construction of the second stage began several years later, in 1983, to raise the water again. The final level of 270 m above sea level was attained in October 1986 (Morales and Gorzula 1986)."" I used the year 1986 to calculate the time since isolation."
Gillespie2001,Chacocente,NA,1994,high,small-scale subsistence agriculture,obtained from study publication,NA,NA
Gillespie2001,Cosiguina,NA,1994,high,small-scale subsistence agriculture,obtained from study publication,NA,NA
Gillespie2001,La Flor,NA,1994,high,small-scale subsistence agriculture,obtained from study publication,NA,NA
Gillespie2001,Masaya,NA,1994,high,small-scale subsistence agriculture,obtained from study publication,NA,NA
Gillespie2001,Ometepe,NA,1994,high,small-scale subsistence agriculture,obtained from study publication,NA,NA
Gillespie2001,Palo Verde,NA,1994,intermediate,pasture,obtained from study publication,NA,NA
Gillespie2001,Santa Rosa,NA,1994,intermediate,pasture,obtained from study publication,NA,NA
Hatfield2020,f1,NA,2015,intermediate,pasture,obtained from study publication,NA,NA
Hatfield2020,f10,NA,2015,intermediate,pasture,obtained from study publication,NA,NA
Hatfield2020,f11,NA,2015,high,eucalypt plantation,obtained from study publication,NA,NA
Hatfield2020,f12,NA,2015,intermediate,pasture,obtained from study publication,NA,NA
Hatfield2020,f14,NA,2015,high,eucalypt plantation,obtained from study publication,NA,NA
Hatfield2020,f15,NA,2015,intermediate,pasture,obtained from study publication,NA,NA
